"customer_id","customer_name","invoice_date","previous_invoice_date","time_diff_from_last_invoice"
36,"Hannah Schneider","2021-06-15 00:00:00","2021-05-05 00:00:00","{""days"":41}"
27,"Patrick Gray","2025-10-13 00:00:00","2025-09-02 00:00:00","{""days"":41}"
26,"Richard Cunningham","2024-08-05 00:00:00","2024-06-25 00:00:00","{""days"":41}"
37,"Fynn Zimmermann","2022-08-23 00:00:00","2022-07-13 00:00:00","{""days"":41}"
25,"Victor Stevens","2023-05-29 00:00:00","2023-04-18 00:00:00","{""days"":41}"
38,"Niklas Schröder","2023-10-31 00:00:00","2023-09-20 00:00:00","{""days"":41}"
57,"Luis Rojas","2021-05-15 00:00:00","2021-04-04 00:00:00","{""days"":41}"
24,"Frank Ralston","2022-03-21 00:00:00","2022-02-08 00:00:00","{""days"":41}"
39,"Camille Bernard","2025-01-07 00:00:00","2024-11-27 00:00:00","{""days"":41}"
40,"Dominique Lefebvre","2021-03-14 00:00:00","2021-02-01 00:00:00","{""days"":41}"
22,"Heather Leacock","2024-11-06 00:00:00","2024-09-26 00:00:00","{""days"":41}"
41,"Marc Dubois","2022-05-22 00:00:00","2022-04-11 00:00:00","{""days"":41}"
21,"Kathy Chase","2023-08-30 00:00:00","2023-07-20 00:00:00","{""days"":41}"
3,"François Tremblay","2022-04-21 00:00:00","2022-03-11 00:00:00","{""days"":41}"
42,"Wyatt Girard","2023-07-30 00:00:00","2023-06-19 00:00:00","{""days"":41}"
20,"Dan Miller","2022-06-22 00:00:00","2022-05-12 00:00:00","{""days"":41}"
19,"Tim Goyer","2021-04-14 00:00:00","2021-03-04 00:00:00","{""days"":41}"
43,"Isabelle Mercier","2024-10-06 00:00:00","2024-08-26 00:00:00","{""days"":41}"
18,"Michelle Brooks","2025-02-07 00:00:00","2024-12-28 00:00:00","{""days"":41}"
17,"Jack Smith","2023-12-01 00:00:00","2023-10-21 00:00:00","{""days"":41}"
44,"Terhi Hämäläinen","2025-12-14 00:00:00","2025-11-03 00:00:00","{""days"":41}"
45,"Ladislav Kovács","2022-02-18 00:00:00","2022-01-08 00:00:00","{""days"":41}"
58,"Manoj Pareek","2022-07-23 00:00:00","2022-06-12 00:00:00","{""days"":41}"
16,"Frank Harris","2022-09-23 00:00:00","2022-08-13 00:00:00","{""days"":41}"
46,"Hugh O'Reilly","2023-04-28 00:00:00","2023-03-18 00:00:00","{""days"":41}"
15,"Jennifer Peterson","2021-07-16 00:00:00","2021-06-05 00:00:00","{""days"":41}"
14,"Mark Philips","2025-05-11 00:00:00","2025-03-31 00:00:00","{""days"":41}"
35,"Madalena Sampaio","2025-04-10 00:00:00","2025-02-28 00:00:00","{""days"":41}"
13,"Fernanda Ramos","2024-03-03 00:00:00","2024-01-22 00:00:00","{""days"":41}"
2,"Leonie Köhler","2021-02-11 00:00:00","2021-01-01 00:00:00","{""days"":41}"
48,"Johannes Van der Berg","2025-09-12 00:00:00","2025-08-02 00:00:00","{""days"":41}"
49,"Stanisław Wójcik","2021-11-17 00:00:00","2021-10-07 00:00:00","{""days"":41}"
12,"Roberto Almeida","2022-12-25 00:00:00","2022-11-14 00:00:00","{""days"":41}"
50,"Enrique Muñoz","2023-01-25 00:00:00","2022-12-15 00:00:00","{""days"":41}"
11,"Alexandre Rocha","2021-10-17 00:00:00","2021-09-06 00:00:00","{""days"":41}"
10,"Eduardo Martins","2025-08-12 00:00:00","2025-07-02 00:00:00","{""days"":41}"
51,"Joakim Johansson","2024-04-03 00:00:00","2024-02-22 00:00:00","{""days"":41}"
9,"Kara Nielsen","2024-06-04 00:00:00","2024-04-24 00:00:00","{""days"":41}"
59,"Puja Srivastava","2023-09-30 00:00:00","2023-08-20 00:00:00","{""days"":41}"
52,"Emma Jones","2025-06-11 00:00:00","2025-05-01 00:00:00","{""days"":41}"
53,"Phil Hughes","2021-08-16 00:00:00","2021-07-06 00:00:00","{""days"":41}"
8,"Daan Peeters","2023-03-28 00:00:00","2023-02-15 00:00:00","{""days"":41}"
1,"Luís Gonçalves","2024-12-07 00:00:00","2024-10-27 00:00:00","{""days"":41}"
7,"Astrid Gruber","2022-01-18 00:00:00","2021-12-08 00:00:00","{""days"":41}"
54,"Steve Murray","2022-10-24 00:00:00","2022-09-13 00:00:00","{""days"":41}"
6,"Helena Holý","2025-11-13 00:00:00","2025-10-03 00:00:00","{""days"":41}"
5,"František Wichterlová","2024-09-05 00:00:00","2024-07-26 00:00:00","{""days"":41}"
55,"Mark Taylor","2024-01-01 00:00:00","2023-11-21 00:00:00","{""days"":41}"
32,"Aaron Mitchell","2021-09-16 00:00:00","2021-08-06 00:00:00","{""days"":41}"
31,"Martha Silk","2025-07-12 00:00:00","2025-06-01 00:00:00","{""days"":41}"
33,"Ellie Sullivan","2022-11-24 00:00:00","2022-10-14 00:00:00","{""days"":41}"
30,"Edward Francis","2024-05-04 00:00:00","2024-03-24 00:00:00","{""days"":41}"
4,"Bjørn Hansen","2023-06-29 00:00:00","2023-05-19 00:00:00","{""days"":41}"
34,"João Fernandes","2024-02-01 00:00:00","2023-12-22 00:00:00","{""days"":41}"
29,"Robert Brown","2023-02-25 00:00:00","2023-01-15 00:00:00","{""days"":41}"
56,"Diego Gutiérrez","2025-03-10 00:00:00","2025-01-28 00:00:00","{""days"":41}"
